59586,3801,9
40995,1100,9
56886,3021,4
56643,2030,3
44577,3021,4
99547,9382,4
57887,3021,3
99386,3801,8
95764,3021,3
68471,3021,6
98482,9382,4
77999,3801,6
7698,3021,7
12601,3801,7
78642,1100,7
22294,3801,1
33340,3021,10
1577,3801,6
77989,2030,5
20848,3021,8
59102,2030,9
88501,3021,5
23728,2030,4
16608,2030,8
5802,1100,8
72661,3801,6
29664,3801,5
27323,3021,10
64156,2030,9
36522,1100,7
83248,3021,1
54480,3801,10
33266,9382,7
48991,1100,5
60567,9382,4
13712,2030,6
57425,1100,8
42147,1100,3
98579,3801,7
97151,3801,4
11057,3021,8
99319,3021,8
42232,3801,7
37335,1100,10
78244,3021,1
22243,1100,5
43084,3021,3
83419,9382,8
10375,3021,6
9469,1100,5
31030,9382,8
5539,3801,7
95089,9382,2
29920,3801,2
50663,2030,9
84321,2030,1
39312,1100,8
32200,3021,2
36253,9382,1
61920,3021,5
10656,1100,5
57228,3801,8
5160,3801,10
67607,3801,7
77780,3801,5
40846,3801,4
3317,3021,3
70099,3021,2
33692,3801,7
85017,1100,3
25135,1100,6
74108,3021,8
89413,2030,10
46020,2030,4
5096,9382,8
11414,9382,10
99341,3801,7
85060,9382,8
20367,2030,5
17077,3021,3
89774,1100,3
76081,1100,4
63930,3021,6
84873,3021,5
38978,3801,7
7473,3021,8
32780,1100,8
56470,1100,9
92437,9382,10
48671,3801,9
66482,9382,1
31591,3801,3
82909,3801,4
57115,3801,4
33360,9382,5
17993,1100,5
49703,3021,5
79691,2030,6
87556,9382,6
89174,3801,4
9193,3801,3
97653,1100,2
16810,2030,10
96009,2030,8
5100,3021,6
75988,9382,5
7648,2030,4
65277,9382,8
94477,1100,4
37107,3801,7
14250,3021,8
87214,2030,4
38527,2030,3
45178,1100,6
3117,2030,1
98706,1100,9
11296,2030,6
16151,3021,4
16035,3021,2
56252,1100,1
64379,9382,2
99849,2030,9
99802,2030,7
62918,2030,9
88304,3021,8
51086,3021,1
27254,3021,3
12825,3801,10
66068,2030,6
44914,3021,2
81519,1100,10
97792,1100,3
28145,1100,5
57591,1100,3
65628,3021,2
54157,3801,10
1816,1100,6
76480,9382,10
24245,3801,5
58313,3021,2
68618,3021,1
3590,1100,9
10713,3021,4
53852,3021,10
44159,3801,3
53064,1100,10
39933,3021,3
16184,3801,2
98447,1100,7
87911,3021,9
48636,3021,6
23281,3021,1
6564,2030,8
85641,9382,2
22346,1100,9
16058,9382,10
70003,3801,10
55851,9382,9
11090,1100,8
23727,9382,8
55852,3801,9
15675,9382,8
64160,3801,8
30649,1100,2
25869,9382,7
58291,1100,6
40873,3021,10
70220,9382,10
81952,9382,2
90564,3801,6
60626,3801,2
81491,3801,6
12681,2030,5
87375,2030,7
11429,3801,1
34468,1100,2
56230,9382,5
14492,3801,3
91262,1100,7
8882,2030,3
24069,9382,4
59456,3021,5
14133,3801,4
13807,3801,7
36437,2030,2
34758,1100,8
35717,1100,5
2167,1100,10
77228,2030,7
49174,3801,4
61481,3021,8
26195,3801,10
55762,2030,2
17266,3021,6
1606,2030,5
73016,9382,4
80403,3801,7
31723,1100,5
31758,1100,5
13431,1100,5
66032,3801,3
71464,3021,9
41594,2030,9
21980,9382,6
65498,9382,6
40422,3021,10
64607,3021,10
71252,3801,10
60268,1100,3
39902,9382,5
34511,3021,6
90046,9382,9
43865,9382,7
47032,3801,6
84301,3021,3
89488,1100,1
88280,3801,8
34937,3801,5
65902,2030,1
65829,3021,1
5696,1100,8
71378,3801,5
37194,9382,2
10433,9382,9
68495,2030,4
64552,3021,10
10729,2030,7
3744,3021,3
84014,9382,2
47147,3021,6
88339,9382,6
62571,2030,4
1330,1100,6
66105,9382,8
70332,3021,1
62352,1100,3
18984,2030,6
29388,2030,9
97416,3801,3
48620,2030,8
1760,3801,8
97586,3021,8
67961,9382,3
17609,3801,9
63593,2030,6
6051,2030,7
7845,3021,9
70693,1100,8
68316,3021,8
34193,2030,1
39647,1100,9
59511,1100,7
73938,2030,5
8477,3801,6
84105,9382,5
28930,2030,5
82423,9382,2
52392,3021,10
60618,2030,6
89739,3021,6
68643,3801,3
80873,2030,8
25526,3021,1
54043,2030,4
63289,3801,5
78021,3801,4
61053,3801,4
10341,3021,9
22941,3021,7
52742,1100,1
10282,9382,10
92003,3021,5
52361,3021,3
7096,3801,3
91476,9382,1
95005,1100,6
4154,3021,9
68859,2030,8
16700,9382,7
88853,3021,9
39648,3801,9
41412,2030,4
43711,3801,8
2500,1100,3
59416,3801,10
41947,3801,5
77642,3021,1
37836,9382,4
89170,2030,7
8815,3801,10
60741,3021,8
68712,3021,3
98910,1100,7
40383,9382,1
38977,1100,1
76187,3801,5
1684,3021,4
97861,3801,10
92661,1100,5
81763,9382,4
4675,2030,8
56105,9382,4
62507,3801,7
93849,2030,5
75688,3021,5
38634,2030,4
2900,2030,5
84081,3801,1
91649,3801,6
1099,9382,8
53618,9382,1
88787,2030,1
64716,2030,9
58363,1100,5
20186,1100,8
98889,9382,5
90460,2030,1
44046,1100,8
45659,1100,3
5683,3021,4
85905,3021,5
7946,3021,7
95053,3801,2
48368,3021,5
18303,3021,3
10140,9382,7
97229,3021,10
7316,9382,3
5268,1100,5
80815,2030,2
42133,1100,7
97502,1100,8
7976,9382,4
61746,3021,6
53515,3021,7
15686,2030,4
99348,1100,1
23252,1100,2
22038,9382,8
45104,3801,9
79717,1100,9
15714,1100,3
61816,1100,9
25028,3021,1
2643,9382,7
51481,2030,7
35870,3801,4
54410,9382,2
33194,2030,2
72882,2030,3
69963,2030,4
6689,3021,9
8590,3801,8
51321,2030,7
74082,3801,2
47396,3801,6
83576,1100,2
57416,1100,7
80201,1100,4
46055,1100,1
78854,9382,7
35027,1100,4
77623,3021,9
96196,1100,10
78249,2030,6
79688,1100,3
18003,1100,10
53742,3801,6
54473,3801,10
84255,2030,9
64929,3021,7
59234,9382,2
59137,9382,9
27977,9382,5
33779,9382,4
54530,3021,10
67701,1100,4
65590,2030,8
16913,1100,1
19462,3021,5
29418,1100,8
34289,9382,8
62341,3801,1
65108,9382,1
26900,3021,6
92232,3801,5
55720,3021,3
8805,3021,5
59900,1100,5
1544,9382,3
3750,1100,2
61558,2030,5
65887,3801,9
1833,1100,6
23197,9382,4
36652,2030,9
76824,1100,2
66156,3021,8
63486,3021,4
57581,2030,6
48550,9382,9
13022,3801,4
73716,3801,5
68198,3021,6
69298,3801,5
43802,2030,5
93326,1100,6
17146,3021,7
80226,3801,4
52097,9382,10
54112,9382,4
2828,3801,3
47287,9382,8
77727,2030,8
54580,9382,7
4936,3801,6
31958,3021,7
86572,3021,7
13678,2030,5
98551,3021,2
24509,9382,3
92702,3801,3
43349,2030,9
77617,1100,4
27524,1100,7
60973,1100,9
37813,3021,8
83463,2030,7
42932,9382,8
96850,9382,5
95250,3801,3
17739,1100,6
61231,1100,10
98927,9382,9
59360,2030,8
23838,2030,9
70912,3801,1
75797,1100,10
62706,9382,8
48544,9382,10
29135,3801,8
69641,1100,5
52368,2030,8
52272,9382,7
90763,3801,9
13413,2030,5
73077,3021,5
47792,2030,6
76696,2030,2
21950,1100,10
85363,3801,2
99594,9382,3
96847,2030,9
82092,3801,2
32065,1100,6
35464,9382,10
17277,2030,9
4384,3801,3
55018,3021,4
68657,2030,5
48748,2030,4
25336,2030,6
17461,2030,4
12446,3801,7
56772,3021,10
56122,1100,4
26178,9382,3
4290,3021,9
42969,3801,6
32274,1100,2
30238,1100,1
72148,3021,3
82996,3801,5
87057,3801,5
26654,3021,8
45889,1100,6
85720,3021,7
21276,9382,8
64464,3801,1
53763,9382,6
94441,1100,10
91952,2030,9
12514,2030,3
40189,2030,2
99749,9382,5
92984,3021,4
76856,3801,9
69224,3801,2
23699,1100,3
11660,9382,5
62068,3801,10
51524,9382,8
30162,3801,3
4539,9382,4
16574,9382,6
98617,2030,4
49999,3801,2
8675,3021,5
61937,3021,4
47444,3801,4
84715,9382,6
39331,3801,2
67548,9382,4
48933,9382,5
84702,3021,1
83961,3801,10
59630,3801,8
68429,3021,7
20828,2030,6
40720,2030,5
47897,3801,10
28661,2030,4
96031,3021,9
77338,1100,7
16215,3801,9
54467,3021,5
64233,9382,1
29857,1100,2
50778,2030,3
7757,3801,8
66074,9382,2
72222,2030,2
2185,3801,5
82615,3801,6
60623,2030,2
98691,9382,7
48106,2030,10
8588,1100,8
53066,2030,2
93789,1100,6
32593,2030,7
15140,3801,8
91691,2030,5
68212,1100,3
2803,9382,4
46168,9382,9
73268,2030,9
89617,9382,5
62793,3801,8
28698,1100,4
87141,9382,3
95099,1100,5
11354,3801,5
98572,9382,1
98057,3801,9
67405,2030,5
44018,1100,4
64360,9382,8
3572,1100,8
33616,3021,1
75053,3021,10
61056,2030,3
37681,3021,4
9229,2030,1
57089,9382,10
19245,2030,3
40234,9382,6
66708,3801,2
8321,3801,9
66332,1100,8
63219,9382,7
87478,1100,2
71537,1100,5
99715,3801,2
34022,9382,10
83343,2030,8
55230,1100,4
33402,2030,4
24532,9382,10
74273,3021,3
94729,2030,5
35227,2030,10
23189,1100,8
10982,2030,1
87991,3021,1
84245,1100,6
32062,2030,1
88227,2030,3
57150,3021,9
60870,9382,9
40856,2030,6
51633,3801,7
78351,2030,4
71170,9382,6
16948,3021,2
35650,2030,2
83143,1100,1
42832,9382,6
43586,2030,7
93076,3801,10
80354,2030,4
13786,1100,4
17954,2030,3
49131,1100,9
3710,3801,5
49625,1100,3
58955,2030,8
97098,1100,8
94278,3021,9
46063,3021,5
29764,9382,1
6499,3801,3
74027,3021,3
8651,1100,9
75661,3801,6
94104,3801,1
11505,2030,2
75838,3801,2
84770,3021,2
4222,1100,4
26329,1100,3
12417,3021,4
21612,3021,4
50812,3801,5
79254,2030,7
94625,1100,2
65449,1100,8
27884,3801,3
33596,9382,5
66464,3021,3
14216,1100,5
69897,9382,6
98233,3801,5
76364,3801,8
47885,1100,4
82216,9382,6
82428,9382,6
21659,1100,6
85518,2030,1
45394,2030,1
80988,3021,1
29617,3021,9
93970,3801,9
40802,3801,6
13567,9382,7
89673,1100,3
92693,9382,3
87156,3801,8
30372,3801,3
54745,3021,1
37526,2030,2
80270,3801,7
80936,1100,7
59387,3021,10
22727,1100,9
39689,3021,9
64503,1100,1
42216,1100,2
69527,3021,3
74983,9382,5
20054,9382,4
35033,1100,10
7512,3021,7
62756,3801,8
14906,1100,5
4700,1100,5
45642,3021,1
25084,3021,1
38818,1100,5
7620,9382,8
21108,9382,10
34461,3801,1
52269,2030,4
33775,9382,4
88164,3021,10
99503,3801,5
62287,1100,8
55002,2030,3
74038,3021,10
37849,1100,4
46273,2030,2
82809,1100,3
66123,1100,8
71476,9382,3
53185,9382,3
90678,3801,7
57486,3801,9
47010,2030,3
88498,3801,6
35512,3801,10
95713,3801,8
31095,9382,8
93770,9382,1
88323,1100,3
31636,9382,8
76031,9382,3
34618,3021,5
22291,3801,4
40464,1100,3
73433,1100,7
2107,3021,3
25702,3801,3
26876,2030,3
40432,3021,4
84036,2030,8
23842,3801,4
61953,9382,9
10165,3021,3
20465,1100,4
86460,2030,4
52868,9382,6
71137,9382,5
58786,1100,8
91123,9382,4
83441,9382,6
31789,9382,1
84193,3801,4
59914,9382,3
52913,2030,2
16704,1100,1
12999,1100,2
72135,9382,4
76575,9382,6
87062,1100,3
81025,1100,2
31909,1100,9
75660,3021,8
14793,9382,8
